Rk,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,
Josh Allen
Josh Allen
Josh Allen,2022-09-08,1,1,26.110,BUF,@,LAR,W 31-10,*,26,31,83.87,297,3,2,112.0,2,5,9.58,8.61,10,56,5.60,1,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,
Josh Allen,2022-09-19,2,2,26.121,BUF,,TEN,W 41-7,*,26,38,68.42,317,4,0,128.9,1,4,8.34,10.45,1,10,10.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,76%,0,0%,0,0%,
Josh Allen,2022-09-25,3,3,26.127,BUF,@,MIA,L 19-21,*,42,63,66.67,400,2,0,94.7,4,18,6.35,6.98,8,47,5.88,0,,0,0,0.0,0,0,0,0,0,3,1,0,1,-1,0,92,100%,0,0%,0,0%,
Josh Allen,2022-10-02,4,4,26.134,BUF,@,BAL,W 23-20,*,19,36,52.78,213,1,1,68.4,1,12,5.92,5.22,11,70,6.36,1,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,64,100%,0,0%,0,0%,
Josh Allen,2022-10-09,5,5,26.141,BUF,,PIT,W 38-3,*,20,31,64.52,424,4,1,134.1,0,0,13.68,14.81,5,42,8.40,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,86%,0,0%,0,0%,
Josh Allen,2022-10-16,6,6,26.148,BUF,@,KAN,W 24-20,*,27,40,67.50,329,3,0,117.6,1,11,8.23,9.73,12,32,2.67,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,73,100%,0,0%,0,0%,
Josh Allen,2022-10-30,7,8,26.162,BUF,,GNB,W 27-17,*,13,25,52.00,218,2,2,75.1,2,2,8.72,6.72,6,49,8.17,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,
Josh Allen,2022-11-06,8,9,26.169,BUF,@,NYJ,L 17-20,*,18,34,52.94,205,0,2,46.8,5,22,6.03,3.38,9,86,9.56,2,,2,12,0.0,0,0,0,0,0,2,0,0,1,0,0,62,100%,0,0%,0,0%,
Josh Allen,2022-11-13,9,10,26.176,BUF,,MIN,L 30-33,*,29,43,67.44,330,1,2,78.6,2,19,7.67,6.05,6,84,14.00,0,,0,0,0.0,2,0,2,0,0,1,1,0,0,-1,0,75,100%,0,0%,0,0%,
Josh Allen,2022-11-20,10,11,26.183,BUF,,CLE,W 31-23,*,18,27,66.67,197,1,0,100.4,2,11,7.30,8.04,3,7,2.33,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,
Josh Allen,2022-11-24,11,12,26.187,BUF,@,DET,W 28-25,*,24,42,57.14,253,2,1,80.8,3,16,6.02,5.90,10,78,7.80,1,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,77,100%,0,0%,0,0%,
Josh Allen,2022-12-01,12,13,26.194,BUF,@,NWE,W 24-10,*,22,33,66.67,223,2,0,106.0,2,0,6.76,7.97,8,20,2.50,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,75,100%,0,0%,0,0%,
Josh Allen,2022-12-11,13,14,26.204,BUF,,NYJ,W 20-12,*,16,27,59.26,147,1,0,86.5,3,17,5.44,6.19,10,47,4.70,1,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,
Josh Allen,2022-12-17,14,15,26.210,BUF,,MIA,W 32-29,*,25,40,62.50,304,4,0,119.2,2,8,7.60,9.60,10,77,7.70,0,1,0,2,0.0,0,0,0,0,0,2,1,0,0,0,0,78,100%,0,0%,0,0%,
Josh Allen,2022-12-24,15,16,26.217,BUF,@,CHI,W 35-13,*,15,26,57.69,172,2,2,71.3,1,0,6.62,4.69,6,41,6.83,1,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,64,100%,0,0%,0,0%,
Josh Allen,2023-01-08,16,18,26.232,BUF,,NWE,W 35-23,*,19,31,61.29,254,3,1,106.1,2,17,8.19,8.68,9,16,1.78,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,
Josh Allen,16 Games,,,,,,,13-3-0,,359,567,63.32,4283,35,14,96.6,33,162,7.55,7.68,124,762,6.15,7,1,7,44,0.0,3,0,3,0,0,13,5,0,5,-2,0,,,,,,,
Rk,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
Josh Allen
Josh Allen
Josh Allen,2021-09-12,1,1,25.114,BUF,,PIT,L 16-23,*,30,51,58.82,270,1,0,79.7,3,16,5.29,5.69,9,44,4.89,0,,0,0,0.0,0,0,0,0,0,2,1,0,1,0,0,85,100%,0,0%,0,0%
Josh Allen,2021-09-19,2,2,25.121,BUF,@,MIA,W 35-0,*,17,33,51.52,179,2,1,75.2,1,8,5.42,5.27,5,35,7.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,97%,0,0%,0,0%
Josh Allen,2021-09-26,3,3,25.128,BUF,,WAS,W 43-21,*,32,43,74.42,358,4,0,129.8,0,0,8.33,10.19,4,9,2.25,1,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,71,90%,0,0%,0,0%
Josh Allen,2021-10-03,4,4,25.135,BUF,,HOU,W 40-0,*,20,30,66.67,248,2,1,100.4,1,5,8.27,8.10,6,41,6.83,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,63,88%,0,0%,0,0%
Josh Allen,2021-10-10,5,5,25.142,BUF,@,KAN,W 38-20,*,15,26,57.69,315,3,0,139.1,0,0,12.12,14.42,11,59,5.36,1,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%
Josh Allen,2021-10-18,6,6,25.150,BUF,@,TEN,L 31-34,*,35,47,74.47,353,3,1,107.8,3,18,7.51,7.83,9,26,2.89,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%
Josh Allen,2021-10-31,7,8,25.163,BUF,,MIA,W 26-11,*,29,42,69.05,249,2,0,100.2,0,0,5.93,6.88,8,55,6.88,1,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,73,100%,0,0%,0,0%
Josh Allen,2021-11-07,8,9,25.170,BUF,@,JAX,L 6-9,*,31,47,65.96,264,0,2,62.7,4,35,5.62,3.70,5,50,10.00,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,67,100%,0,0%,0,0%
Josh Allen,2021-11-14,9,10,25.177,BUF,@,NYJ,W 45-17,*,21,28,75.00,366,2,1,125.6,2,16,13.07,12.89,2,3,1.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,93%,0,0%,0,0%
Josh Allen,2021-11-21,10,11,25.184,BUF,,IND,L 15-41,*,21,35,60.00,209,2,2,72.2,1,8,5.97,4.54,2,18,9.00,0,1,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,50,89%,0,0%,0,0%
Josh Allen,2021-11-25,11,12,25.188,BUF,@,NOR,W 31-6,*,23,28,82.14,260,4,2,115.2,2,12,9.29,8.93,8,43,5.38,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,95%,0,0%,0,0%
Josh Allen,2021-12-06,12,13,25.199,BUF,,NWE,L 10-14,*,15,30,50.00,145,1,0,75.0,2,14,4.83,5.50,6,39,6.50,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,-2,0,58,100%,0,0%,0,0%
Josh Allen,2021-12-12,13,14,25.205,BUF,@,TAM,L 27-33,*,36,54,66.67,308,2,1,86.0,3,15,5.70,5.61,12,109,9.08,1,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,78,100%,0,0%,0,0%
Josh Allen,2021-12-19,14,15,25.212,BUF,,CAR,W 31-14,*,19,34,55.88,210,3,1,91.5,4,17,6.18,6.62,3,24,8.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,70,100%,0,0%,0,0%
Josh Allen,2021-12-26,15,16,25.219,BUF,@,NWE,W 33-21,*,30,47,63.83,314,3,0,104.4,0,0,6.68,7.96,12,64,5.33,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,79,100%,0,0%,0,0%
Josh Allen,2022-01-02,16,17,25.226,BUF,,ATL,W 29-15,*,11,26,42.31,120,0,3,17.0,0,0,4.62,-0.58,15,81,5.40,2,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,76,100%,0,0%,0,0%
Josh Allen,2022-01-09,17,18,25.233,BUF,,NYJ,W 27-10,*,24,45,53.33,239,2,0,83.5,0,0,5.31,6.20,5,63,12.60,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,94%,0,0%,0,0%
Josh Allen,17 Games,,,,,,,11-6-0,,409,646,63.31,4407,36,15,92.2,26,164,6.82,6.89,122,763,6.25,6,2,6,40,0.0,1,0,1,0,0,8,3,0,2,-4,0,,,,,,
Rk,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,
Josh Allen
Josh Allen
